Total_Visits_Last_Year,Avg_Session_Duration_Minutes,Total_Clicks_On_Ads,Credit_Score,Loyalty_Points,Avg_Discount_Used,Total_Refund_Amount,Monthly_Spending_Estimate,Shipping_Distance_KM,Complaints_Count,Preferred_Contact_Time,Customer_Tier,Communication_Preference,Favorite_Product_Category,Special_Notes
-2.591522231,-9.602300812,5.220269052,-17.40728827,3.341742578,-9.877237985,8.301797312,-26.84311105,6.930999181,-5.141650933,,Gold,Email,Clothing,
-13.30849242,-3.062784204,-13.42484767,-14.8842634,,,-10.3998916,-1.902859017,-8.046807955,-5.361932444,Evening,Gold,Phone,Home,Long-Term
-12.13924263,5.390021808,-1.388367907,16.59717823,4.198627276,,8.302447887,-11.15776639,-6.79877832,7.409260741,,Bronze,Email,Beauty,VIP
-15.17023914,-18.36483705,2.00286444,13.93552063,0.815056119,1.917751405,-6.400085839,11.73576718,22.17707896,11.24746642,,Platinum,SMS,Beauty,Long-Term
1.700966995,9.700245953,7.37556354,10.83838159,-2.187672613,17.83228127,15.21411261,10.59623267,19.45171694,5.141718511,Evening,Bronze,Phone,Home,
835.8763137,-13.7973388,-5.540895868,12.63259671,4.848999321,2.195314686,2.46501873,15.05034526,1.418085797,8.678044935,Afternoon,Silver,SMS,Electronics,VIP
-14.73738726,-8.515542563,-2.318564351,-9.789463608,3.68460389,-14.1545383,6.041802559,5.342889094,3.60922768,1.416700963,,Platinum,,,
-11.64619845,4.087761037,-0.548867613,17.44313834,-15.36935941,-1.605283874,-0.163425917,-11.6142095,-8.220605937,-0.120875701,Morning,Gold,,Electronics,
,-13.32138748,2.520013837,-9.448939637,13.48326185,-10.03178852,-21.09811888,-8.044848969,-9.050329556,-9.466713702,Afternoon,Gold,Phone,,Long-Term
,18.87737725,2.421146997,3.690918479,-0.378386807,1.910448902,-8.307189278,-2.883075127,,-0.604169201,,,Email,Sports,New Customer
-8.279662708,10.37726427,-1.055921876,-3.58200664,5.507363905,-12.40164043,,-2.361395449,3.221255884,6.44518363,Morning,,,,New Customer
-3.901168585,2.277099358,-2.484054942,11.21679819,6.134899848,1.954815592,-4.655209012,884.5008735,5.63344206,-0.132533572,Evening,Bronze,Email,Home,New Customer
4.548174794,-8.810623563,-1.009452643,7.847205884,0.651859432,1.273193883,,-0.622534104,0.180655599,17.50206784,,Bronze,Phone,Electronics,VIP
8.41241007,-2.735176444,3.175706691,-5.322408384,7.852309146,4.109339792,-0.066700738,20.95294346,-9.98213967,18.72850575,Afternoon,,SMS,Sports,Long-Term
-12.98727966,19.28264616,-15.43778281,-0.355703653,0.067694803,-15.19330072,-23.45189374,-4.323486948,0.830443661,21.42722883,,Gold,SMS,Clothing,Long-Term
-15.86451511,9.459907959,-12.31849198,-17.53435772,-0.768590239,10.79693417,4.786322423,4.618852285,1.311806864,1.334868986,,,Email,Home,New Customer
-2.700596481,-0.499007561,-12.81589992,5.195033689,3.27570837,-8.690287147,-4.190015643,-9.132697628,6.847633707,1.220546876,Evening,Platinum,,Home,Long-Term
,-19.26718066,-8.78710666,4.513128534,14.38613645,-2.853682606,-12.23560189,-7.999858256,1.942842156,3.826206793,,Bronze,,,Long-Term
11.46339315,2.485336492,5.729397328,-1.246505888,,-16.36886661,12.6161964,12.57579583,5.787300309,9.275423721,Morning,Silver,,,
4.442936094,-17.90211319,-8.369165898,-5.936899266,-6.802347235,-4.498446547,3.250828375,16.85448508,0.478627399,-3.125751516,,,Email,Electronics,
20.83811189,-10.71189177,0.84414676,10.58798242,-6.417477746,-11.84859037,0.534228026,20.18369688,,-15.78525145,,Silver,Phone,Sports,New Customer
5.732309583,11.18331444,-3.67251972,8.20514175,4.778043864,7.522811363,3.713713064,-16.00096429,,-6.698202831,Morning,Platinum,Phone,Home,
8.63260417,9.408956957,15.46136953,,-5.150179806,-14.83260839,-2.501133357,-16.8731875,1.184702979,-8.519496754,Morning,Silver,,Home,VIP
-1.326930484,-9.093497448,,-2.474669393,-4.985735542,5.394025999,-14.5724101,-7.774216343,-7.355543177,8.34233054,Evening,Platinum,SMS,,New Customer
11.31243937,-7.289440253,3.480855885,-13.84828085,-1.113179634,-15.38503721,-1.167896483,18.80419133,8.342028343,-9.244342232,Afternoon,Silver,Phone,Electronics,New Customer
3.621094598,13.61979654,-1.072828999,0.137193187,-10.19653544,9.847207546,-2.077866837,7.025561646,-25.08401227,-6.089973856,Morning,,SMS,Sports,VIP
-1.459532393,-5.57164951,4.430389211,2.017731023,-19.12204595,5.946691096,9.943013528,8.564134228,-2.261453256,2.911926554,,Silver,,Clothing,
-14.96520617,1.877959235,-10.62576029,10.56892042,-2.757382139,-5.139754801,-11.68848522,-5.628596541,,,Morning,,SMS,Sports,Long-Term
3.941647237,,-7.129968136,4.612534853,-11.45317877,-0.675933408,14.12279464,-8.873791462,2.39914377,3.972698074,Morning,Gold,,,VIP
7.922789987,7.746365278,-1.329697269,8.856989795,2.18699257,-5.067784965,9.615548095,-10.36213539,-7.678979939,-5.743432199,,Silver,,Home,VIP
-9.109653614,-10.80296507,5.269416873,-9.016588605,2.858117951,-3.145863366,-10.52916787,,-12.73210252,2.146094169,Evening,Platinum,,Beauty,Long-Term
-0.471316497,-17.91909208,0.078935823,-7.794557241,-4.847622523,6.242350503,,-14.93194113,-7.666464884,-19.05663517,,Platinum,Email,Electronics,
3.578121972,6.162688904,9.237827142,-354.3563737,,8.979050324,-3.589377074,-9.71263307,-8.688716221,16.09261154,,,Email,,
-4.732484386,0.224320263,2.365536306,,-3.024179511,-14.92092157,2.325219141,-7.93863351,-2.180391872,4.849235632,,Bronze,Email,Clothing,
0.602361313,-11.91525539,2.968534602,-7.718549144,0.209646942,29.49727435,-10.80624036,10.59335883,-2.53851899,-20.86088506,Afternoon,Gold,Email,Beauty,
14.93101749,2.167335363,-3.617591657,-5.706158547,15.34164188,6.735054653,4.149571229,7.117909868,-7.644655298,11.98687337,Afternoon,Gold,Phone,Beauty,VIP
-2.85763173,-1.623957463,-0.269713906,1.690657045,1.68163507,2.273750025,3.842183547,11.07199834,1.259492284,-6.19732063,,,Email,Electronics,
-3.8851367,15.86931348,-10.97141464,-1.437974829,8.392957308,7.043902956,15.28313644,15.46729184,262.5643396,2.272678283,Evening,,SMS,Clothing,
-14.07595965,-2.354291489,-4.122690391,-19.54803629,,-1.538351002,-12.10876894,-7.72701307,16.11284845,-1.954503197,,Bronze,,Beauty,
-11.69518644,9.553856568,-6.586969792,5.480017436,2.067099497,-3.562277354,5.935093182,-4.504014369,-9.000812235,,Afternoon,Gold,,Home,Long-Term
14.86169895,-16.20277092,-3.054468223,-10.99230768,1.128844523,-5.868920272,-1.689201826,-6.109125267,12.62166497,-10.36281303,Afternoon,Bronze,SMS,Clothing,VIP
0.213673509,-1.087306749,12.82025801,-15.25782367,-16.32266797,2.631445156,-13.79085565,5.277467614,-0.464646312,5.703299966,Morning,Silver,,,New Customer
,0.005752047,4.6828328,13.13570284,-5.349920294,0.86228904,11.31465222,-2.169381443,-5.287595662,-0.014368712,Afternoon,Platinum,,,Long-Term
-11.51807681,-0.988631599,1.238107132,12.29723813,-0.377724133,3.525037934,-0.746975289,,21.398198,-13.14652054,Afternoon,,Phone,Home,
-5.059644986,-24.83796105,-7.328635122,4.753585838,-3.995240249,-20.16934444,-6.807752605,2.842824988,-1.460985701,-2.532952772,Afternoon,Gold,,Home,
9.100697149,19.96545091,-1.850371061,0.061772119,-13.31924377,-13.89949728,-14.03818821,-6.109210841,9.143693217,-11.46039872,Afternoon,Silver,SMS,Electronics,
-5.792180514,14.84748101,-4.549999247,1.018225578,12.18056434,2.594296787,,-11.28384741,,-11.43242584,,Gold,Email,,
-13.20188336,18.84038527,6.138300406,-10.31721996,11.58693674,-8.223241489,1.069274778,-4.346623657,-15.09431007,15.12495112,,Gold,,Sports,
-1.171151248,3.974529091,-0.455579193,-14.73106115,0.332530723,-4.674294697,-22.58750811,2.42356869,-18.78047152,-7.597868305,Afternoon,Silver,Email,Clothing,New Customer
-19.88149572,14.1766973,-4.428609491,-14.95795842,-1.548079826,0.983913092,1.67803259,-2.061513993,13.74006989,-1.714769377,Evening,Platinum,Email,Electronics,Long-Term
1.104300793,13.26801892,4.764535056,-18.69446871,9.93993413,5.399527775,7.876549836,11.29675428,-11.06740014,-9.899135243,Morning,,Phone,Sports,
10.55513089,24.17175976,-6.279758052,8.508094216,-5.725343669,26.39061677,-5.331936853,6.248373445,-1.341312622,7.149250088,,Platinum,,Electronics,
2.013167258,8.496380935,4.368774958,0.378866906,17.82894352,14.81996466,24.39864729,-9.828832735,-7.417166218,2.117225131,Afternoon,Bronze,Email,Beauty,
15.08864246,-0.045542661,3.907933796,-11.93024566,-30.10736962,-7.252615075,-0.715098374,-2.346923007,-1.87530549,-1.076349291,Afternoon,,,Sports,
-0.996895139,2.011501316,6.056553735,-12.88567143,-7.99593753,-6.608180718,-6.063311178,-14.6831992,-5.593331657,-6.321062748,,Gold,Email,Clothing,
-3.408977394,9.675321879,13.9989335,2.27698088,-5.347597488,,12.72679278,-2.311433619,-18.9810558,-8.910182084,,Bronze,SMS,Beauty,
11.02759765,-7.22824396,-8.201340298,-0.301547873,-14.78924414,-3.879157391,10.65935731,15.42322905,2.820568304,13.97174437,,Platinum,,Electronics,
-11.04984447,4.843002927,8.237717664,-2.66255389,9.057671434,-3.945537284,9.10538909,10.02748632,-80.13676237,2.543091116,Afternoon,Bronze,SMS,,New Customer
-7.613937771,-12.12784818,,6.122305377,3.17573054,1.848306793,-6.451121004,-7.85876549,-9.650274328,-2.140323867,,,Email,Home,New Customer
-5.236944504,4.503324139,10.07590526,-7.534398015,-13.90434161,3.522823482,22.13870162,6.805625935,-10.08927188,10.24158471,,Gold,,Clothing,Long-Term
-14.91036944,,-14.63208569,-5.824202746,2.566998031,11.44332164,12.68866119,7.768314991,11.0827358,11.51235981,,Bronze,,Sports,
-10.34613352,,-15.02746012,14.29232816,-2.919719914,3.226682709,-11.827697,-4.434591444,-10.68573735,0.169312337,Morning,Gold,,Sports,Long-Term
-5.371500718,7.012143178,,10.38776675,-4.541907452,-1.292359065,5.400526288,-6.639434667,-1.895024609,-6.413960357,Morning,Bronze,SMS,Beauty,VIP
4.741508245,2.349984913,-28.53979653,-7.262145196,-13.54885923,3.024854716,11.12039664,,6.337907763,20.5437257,,Gold,SMS,Sports,
16.27273312,4.643172944,-4.565785263,-6.07612595,9.075597397,-5.07626958,12.70407649,-6.177954157,-34.12082147,-9.273837142,,Silver,SMS,Clothing,VIP
-14.74545692,-16.79294156,13.00052809,4.576801599,10.64649317,-5.249882841,-15.94589116,-5.158959341,-2.167671677,-2.723305179,Morning,Platinum,,Home,VIP
9.63814083,7.621967958,3.228987074,-15.88328905,6.458740593,4.079957128,6.753695109,-6.164012321,6.152072515,-18.27134087,Afternoon,Gold,,Home,New Customer
-9.672657216,7.668775434,-6.682918443,12.06568259,12.69173329,2.305186236,0.867464397,13.21204554,-7.050435472,-13.97299969,Evening,Silver,,Home,New Customer
-0.518574942,0.764905487,0.401560573,-1.945796893,0.179900236,-7.468120896,6.930162129,14.43583866,-0.192051104,-10.19139103,Evening,,SMS,Home,VIP
-1.799292447,-10.11907862,-2.939631616,5.662706187,-11.92840167,,6.396749384,-10.80716109,15.79305985,-2.599889968,Evening,Silver,,Electronics,
-1.909596546,3.493423881,15.38324302,-0.081601374,-8.54390163,-4.826075339,-2.837199322,4.215443526,-10.26645451,-6.688756586,Afternoon,Platinum,SMS,Beauty,New Customer
-18.49024623,8.18142619,2.536835995,-5.229434857,-0.545265762,4.61708866,2.827915639,0.283164434,-2.75083319,14.77460564,Afternoon,Bronze,SMS,Home,
4.818954886,0.111619508,-20.88937083,10.99298558,-5.729391973,3.663010667,9.372751061,-6.119213875,9.127500426,-3.480375688,Afternoon,,SMS,,Long-Term
6.586716247,3.932631633,21.78955817,-6.652451124,0.938316195,8.640796021,-3.995356666,,,-4.306994081,,Gold,Phone,Sports,
,-8.464925618,-0.647110773,-10.02177183,14.8039062,3.501322571,4.360236388,-0.487986079,-13.79480034,-19.93949597,Morning,Platinum,Phone,Home,
-2.79636898,-6.700687635,-4.560638748,-7.215838305,17.49562224,9.719948412,-2.082939925,-0.39566423,11.49242179,,,,,,Long-Term
3.438823525,-8.87915807,2.201665544,11.68490356,-8.610090879,-3.556641972,-28.19144715,-4.715096234,-6.972267958,-15.40218794,,Gold,Phone,,VIP
3.378273968,-20.46726245,,8.268729404,9.242341479,11.49191915,-1.093148264,-10.16770552,-1.337904008,6.234064358,,Silver,SMS,Beauty,New Customer
-6.141956786,-0.82184879,-5.469167589,1.269475978,-5.568271821,,-25.69307081,-7.16989995,-6.359705584,-26.28479956,Afternoon,Gold,Phone,Beauty,New Customer
-10.68182032,-9.079770873,-15.08736731,-2.401648432,11.41751436,,-8.195972968,0.621758305,0.64848196,-6.543339678,,Silver,SMS,Electronics,
-15.83691462,6.454474749,4.770727015,9.167861989,-1.969267091,-2.910851299,9.533511995,5.363049924,17.20486752,-8.863701406,Afternoon,Silver,Phone,Beauty,VIP
-2.669679982,-12.46533376,1.763772636,13.15400949,-3.866822501,,-0.588154174,-9.515244251,9.530249176,-3.227068487,Afternoon,Silver,SMS,Clothing,
10.37261315,9.661882425,-10.22611902,-9.540431242,-11.40076747,-2.263593778,-11.58224789,-9.268058499,-1.518429845,13.81641584,Afternoon,Silver,Email,Beauty,New Customer
-6.395379552,5.479756561,-6.687143531,3.854916295,5.490068344,10.45454435,-32.07961038,3.421420365,-11.06178801,5.021647233,,Gold,,Clothing,New Customer
-0.426313193,-6.916175193,-19.21800293,-0.864188905,8.97999946,18.42101342,-5.311698482,-10.94789795,-10.07132759,18.62937334,Evening,Silver,Phone,Electronics,VIP
-11.38762427,5.377424493,1.898881753,-7.692263756,-1.298325173,2.080383842,-9.019788232,6.034518688,-20.78879228,,,Bronze,SMS,Home,New Customer
-6.372633277,2.683573866,-4.516561289,-2.442788051,11.29566339,-443.0945123,1.71893669,17.83985073,-9.60887323,,,Bronze,Email,Clothing,VIP
-9.343078038,-7.626218667,0.546471027,-8.805999497,5.539300744,-4.153021884,-6.834526059,-18.41027402,-8.977597259,-2.54753121,,,,Clothing,
6.828146427,-5.526808717,3.585069726,3.881980861,-10.97507636,2.354221034,-8.369535938,-0.042809514,-1.917307184,-2.007934466,Morning,Bronze,SMS,Beauty,New Customer
,-19.03954483,-6.748887147,-2.415874957,-4.117327866,-4.672361351,-2.242102747,3.430978985,-3.221628663,17.77940821,Morning,Gold,Phone,Home,
-4.31126264,10.39791173,14.46267397,24.64629999,,-1.049864649,9.238708241,8.054887047,1.441549154,4.828370938,Evening,Platinum,SMS,Beauty,
-0.287795161,4.135825552,4.252251821,7.73868186,22.68601967,-8.041528941,-6.347483189,10.59054175,-7.497923972,0.934260966,Morning,,,Clothing,Long-Term
9.590755975,8.869619207,2.171035594,-0.787941607,-13.66566013,-13.91881656,13.99990497,2.542474788,-4.377899632,-2.524351913,Morning,,SMS,Clothing,
7.736472146,8.255065148,-12.84514398,-4.257127261,-10.45811712,0.881183181,3.952390971,0.612650185,-11.4878733,-12.59273652,,Bronze,Phone,Sports,VIP
-5.658213437,7.914418817,-8.090905926,-18.41619398,7.266354242,-13.40135246,-1.758849704,1.563908032,10.16429647,1.907064853,Afternoon,Platinum,,Home,New Customer
-2.677468505,17.72340877,7.093032334,8.282538743,-3.038368268,6.789868653,11.27891403,-10.00875502,9.391065688,-9.018845364,Morning,Platinum,Phone,Sports,
6.233920062,3.322340236,3.753340901,-3.930305323,-14.3036738,5.813399346,3.891590635,-5.626038627,2.47497142,,Evening,Gold,,,
-4.321970286,-4.648564417,4.225810082,6.693779188,-5.130385366,-8.018497774,-11.53601052,-8.257906951,9.539116251,15.60606875,,Bronze,,Beauty,New Customer
-28.54788481,-0.749843678,-9.945610793,12.43190959,-6.790893378,-16.28939305,-8.699255816,-14.9681255,32.6472998,,Evening,Gold,Email,Electronics,
7.002956611,4.820502941,2.940100052,2.165764088,-7.68366893,1.360867281,-2.102478579,10.74738596,-4.338633992,-3.949625576,Morning,Gold,,,
-5.822635423,21.12234479,24.28243846,2.012120367,-8.661931877,-4.571028278,-8.583524548,-11.94086414,4.867291422,15.7840791,Morning,,Email,Home,
-5.680751072,8.94404101,-4.519083666,12.93155273,-7.962161942,-9.054383277,-5.447653858,-2.250207797,-3.659648671,-3.74753628,Evening,,,Electronics,New Customer
-5.198387801,4.83886461,6.575397937,-5.816733275,-19.39855467,5.32953155,-10.38313118,-13.76237686,0.755630524,14.64259198,Morning,,,Sports,
-11.27187331,-1.248990647,,698.7205508,6.13108033,7.104143453,-3.659313586,7.31767581,5.90279456,7.563977133,Afternoon,,Email,Beauty,
,5.786276053,-1.043819363,-5.588888377,7.438192315,2.595324332,-16.30227749,-4.929834859,-9.855870357,-1.942072117,Afternoon,Bronze,Phone,Beauty,
-4.168805946,-13.08992952,-7.650210969,-0.926325317,,-2.072961586,-2.013592783,2.904285725,-2.599719997,0.040419991,,Bronze,SMS,,Long-Term
6.063529036,-7.378047325,-7.811332394,-9.856036491,4.360420277,-3.619570519,-6.182304621,-14.91071495,11.59268786,11.42864855,,Platinum,SMS,Beauty,Long-Term
0.577741846,19.38648134,19.30661267,13.53568425,-15.20194777,3.336840467,4.878447831,2.29025349,-6.763252469,4.862698398,Evening,Silver,,Home,VIP
1.412525799,-7.81326095,-12.93728796,-22.03212363,10.64282755,14.19732487,-7.676484763,2.993962487,4.849142368,-11.67543693,Evening,Bronze,,Beauty,
-11.7976224,-3.588197439,4.072320155,,4.598145766,-2.416515659,-0.019168599,8.911155453,1.40061709,-16.99074239,,,Email,,Long-Term
-8.145618129,8.653488375,-2.976616851,11.04333734,-2.448549805,12.90609873,-17.14359501,-7.903571185,,-7.087152066,Evening,,Email,,
-2.166661405,-2.895474369,15.13216938,-8.787718024,-7.25435135,-7.923306605,-0.260800732,-15.95627012,-4.542815483,-1.603284106,,Bronze,SMS,Sports,Long-Term
2.609908259,2.109409793,-6.7407825,20.91336985,-2.581359156,-9.682060114,2.815207636,12.42247584,13.5332704,,Evening,Silver,Email,Clothing,
-3.186393156,-0.434888797,1.99512942,,-14.26304693,-5.806366852,11.46559434,0.878320463,21.11774068,-3.135055425,,Silver,,Electronics,
-1.692572881,-13.47883355,2.360912215,-13.80354406,7.501376247,6.354786703,24.28273656,1.095533538,19.06965283,,Evening,Silver,,Clothing,New Customer
,22.30168481,-5.323650955,10.58651662,-11.16441902,-11.29240227,-8.535845461,-8.214671795,-5.802849021,-1.997553917,Morning,Gold,Email,,VIP
-7.401385597,18.43439241,23.52199442,-14.38207271,3.526702938,5.263927782,-4.864163563,16.41217267,10.3688669,-12.56543318,Morning,Silver,SMS,Sports,New Customer
-6.273910182,-23.2662524,1.775587192,10.85171939,8.431498024,0.03487888,-6.642283048,,1.644962162,-15.15781762,,,SMS,Electronics,New Customer
17.01800451,-0.616180325,-15.68857616,,-7.479509343,-5.833524858,1.7331942,1.405421049,5.337725565,20.85620082,Evening,Platinum,Email,Home,
12.42216749,2.757747215,-7.548738994,-8.618592391,0.215802404,-12.40206348,6.402425827,-19.54038177,-10.21272211,-3.147748049,,,SMS,Sports,
-3.764325939,0.669775243,-9.912950425,-7.798385601,1.302224993,-4.483916285,6.538058478,0.104092901,0.440461091,6.629690716,Morning,,SMS,Sports,VIP
5.216120645,-2.689470617,5.137905753,15.06144439,-8.467785792,-3.730495926,-2.483906022,4.259223981,10.87848746,-1.351871862,,Silver,SMS,,VIP
-9.483551588,10.37408242,-0.023851844,-4.908224383,20.42666878,-1.382363088,14.93153343,-14.06296919,17.11353025,9.476559005,,,,Home,New Customer
6.610266148,-14.73694663,-1.269980753,20.12406736,7.311519693,-7.247670789,-6.583370564,21.05780162,-8.878970602,,,Gold,Phone,,
,5.606098184,-0.960300766,,1.455524132,-2.184732363,-5.453781031,,-9.605060432,2.765661214,Afternoon,Gold,,Home,Long-Term
9.677049209,-9.025005133,,-0.398967665,12.95771047,7.032808678,,0.263666439,2.740282036,10.98401453,Evening,,,,VIP
-2.564075039,-6.799843215,-9.151694274,-9.728084733,-12.35500518,-8.500812192,12.10593998,4.65806904,-7.118040467,4.550993316,Evening,Silver,Phone,Clothing,New Customer
2.846769216,-11.48128482,13.8519971,2.372483374,,13.73201832,-0.712486221,2.404323754,-10.22155351,4.296409531,,Gold,,,
-1.959830617,7.715005547,4.497614914,-11.09064537,20.83271659,0.723748738,1.09790055,3.615792591,-10.28320922,-12.20471465,Morning,Bronze,SMS,Electronics,
3.443709195,6.313521581,5.290024857,-55.33559714,6.347556731,4.281124932,17.46255763,17.12200795,6.838754165,6.264002028,,Platinum,Phone,Sports,
-7.731189146,,0.019517526,-10.89467573,-4.561897815,0.614236757,-1.347678097,1.971753847,12.96768914,3.87839539,Evening,Platinum,,Sports,VIP
29.58055186,2.936162499,1.503755685,-15.46900585,13.94622772,0.658932865,3.223290811,,7.458167664,-6.471247829,Morning,,Email,Beauty,
2.044205112,-6.331535932,6.096712574,-3.71997998,0.544287713,5.255621898,10.71738171,-8.618399926,0.057251277,3.669709373,,,Email,Home,
2.273000346,11.29799212,-10.0439495,6.039005835,3.095196131,25.98051691,7.416392371,-6.452126606,-1.271827349,-10.81494902,Morning,Bronze,Email,Home,Long-Term
2.731306352,1.347147137,4.261589848,-6.464579635,-0.026726323,-1.822324706,,-15.1976373,1.138703329,-7.94930509,Afternoon,Platinum,SMS,,
9.862715125,10.96393211,16.95137353,16.61370246,5.426118413,-1.302435509,-4.64175405,3.127029288,-4.973497782,1.221906354,,,Phone,,
19.90962933,-22.98502786,3.210353124,9.943895631,-8.309799008,14.40816995,6.832995834,-4.932633797,-7.427685247,15.19074215,Morning,,,Sports,New Customer
14.27777247,11.0005497,16.76272803,12.86911858,-8.370372815,-15.69091574,1.316247021,-3.716728589,-4.387413591,10.45285335,Evening,Silver,Email,Sports,VIP
3.983404027,-0.695725094,-20.79230719,,16.31901369,-9.828075463,-13.52992477,3.805724602,9.271360868,-0.090312739,Evening,Bronze,Email,Clothing,VIP
9.312639059,,9.949250662,12.84013004,4.382816791,13.18219747,22.39480274,7.880015762,,-2.043565061,Afternoon,Platinum,SMS,Beauty,Long-Term
0.867914057,10.53428322,11.54184936,-9.378949274,-11.30649971,-1.203529646,-3.948724122,-7.886939225,2.656668672,5.791770059,Afternoon,Gold,,Home,
2.166587706,17.85268256,-8.359964616,-2.217338173,8.26821763,-11.75292604,16.61350355,-2.911443941,-217.3760239,-1.708548263,,Silver,,Home,
4.244260029,-5.450214388,8.145190475,-10.20810881,8.28358977,2.215572932,0.30391358,8.142904766,-19.68012887,0.171357044,,,SMS,Clothing,
-4.200190877,12.56157609,9.839594499,12.954316,-2.906754934,-17.94262872,,0.143929121,-3.365122088,6.683041435,Morning,,Phone,Electronics,
6.573702063,3.550981245,,-0.468285283,3.524804014,-16.12376715,-4.066648219,-7.383983051,-15.9674449,,,Platinum,,Beauty,
-4.862398604,-8.925941077,-14.88324002,3.446091467,5.464829646,3.456174143,-5.541998267,8.247334399,-7.531160454,-2.269187876,Afternoon,Gold,Email,Home,New Customer
-1.114136611,3.487950205,-6.872961122,8.377039816,7.118866703,1.503570884,-2.254070454,0.37684204,0.959899245,-4.166608401,,Platinum,Email,Home,VIP
-1.051217638,-11.13711994,-6.032267965,10.08620761,-0.111697756,-5.05737344,,2.861689583,-12.22785258,7.380484736,Morning,Platinum,Phone,Sports,
-3.45977328,2.445242527,6.796149319,21.4301701,7.710413711,-2.655135953,12.99145429,-0.427334487,-7.348465947,-0.125651826,,Gold,,Sports,Long-Term
-17.03274554,-4.062565239,-11.3811456,11.80875669,13.8863059,6.893882538,10.82558092,5.762030649,9.565958572,-9.036439471,Evening,Silver,Email,Electronics,VIP
-2.416692731,-4.032239816,14.13370106,7.34625378,3.211911451,2.56000592,-4.609157285,,9.932237505,-1.294400635,Afternoon,,SMS,Beauty,VIP
22.14935797,15.9481421,-9.647027176,2.555747916,-10.60136518,17.21889675,-4.245596194,-0.253805272,7.362986828,-9.956275523,,,Phone,Electronics,
5.099205548,5.230187472,-2.324745143,8.082226633,2.825692558,-6.095973506,1.445464642,-6.213055174,7.635629473,-11.7889235,,Bronze,Email,Clothing,New Customer
0.889201691,-1.687100498,7.685469521,,-14.96805309,-6.090177154,5.222044539,-7.20253236,-11.28745111,5.64240663,,Gold,Phone,Beauty,
7.491102928,-7.896302528,11.84559082,-10.2880433,4.651854223,-3.460795731,3.750972405,-6.842636701,13.5128067,21.72648368,Afternoon,Platinum,Email,Home,
15.08715767,9.907516636,9.282055615,5.046280231,-8.142325918,22.61175186,5.129978362,8.083439683,17.21463559,2.963075287,,,SMS,Electronics,
2.576374815,-9.129088853,-14.2045147,-6.781857741,-9.291288141,8.963039701,11.15418603,-2.232241813,,-2.163955619,Evening,,Phone,Clothing,Long-Term
5.073627142,-0.232730493,-9.030417205,-13.50466785,3.087947728,-9.287626242,11.58058467,1.289643164,-13.38084337,2.573366756,Afternoon,Silver,SMS,Clothing,Long-Term
-0.002416337,-0.529554506,3.96481628,-7.13742697,2.668620288,-6.452654251,-6.31616401,5.568149629,-19.73876779,1.761511068,Morning,,Phone,Beauty,VIP
4.900426998,-7.60024882,-6.922908759,-3.359448568,,-2.076077117,-5.146977876,-5.883211598,11.23165065,4.350110988,,Gold,Email,Clothing,VIP
1.59751751,-1.28471662,-0.022179962,2.324018166,0.737559396,-14.90279495,1.061654344,3.849864159,-8.866073093,3.654186823,,,SMS,Beauty,
-25.17267343,-21.58333723,12.39925004,-2.757357984,-4.292311836,21.23713515,-1.700400778,-3.314657031,11.58373418,-2.698733454,Afternoon,Platinum,SMS,,
,4.162102637,1.57606226,5.959070344,-12.7558881,5.912115667,16.44931889,-0.717917695,-1.328188939,5.36488822,,,SMS,Sports,
12.10856849,-3.409548712,9.548886243,22.72801276,-0.570199864,2.900289382,5.270575943,-32.42603369,-17.54587028,-20.08791793,,Bronze,,Beauty,
9.783414759,5.522634362,-16.69903247,0.183746179,3.110198415,7.399978595,-16.02656373,-4.510658828,-8.814310025,12.86206321,Afternoon,Gold,,Clothing,Long-Term
-17.56587629,12.69141562,3.865057185,-8.175976823,7.407672819,-13.99671605,-11.37781639,-6.603714022,17.69880206,-9.325042632,Evening,,SMS,,Long-Term
-21.93188791,215.8266323,10.29938601,23.95647637,8.533200734,5.768708931,-5.725356936,10.94747125,-0.981232957,-0.666303465,,Gold,SMS,Clothing,
12.82730942,7.236879785,-2.5609023,9.656638046,24.35264123,-18.08659145,-4.354015937,-5.602552402,-14.8842642,-1.396707282,Evening,Silver,,Home,VIP
-4.713141183,7.85593704,-8.112011136,4.780288501,5.685182033,-1.555134843,23.746196,-9.224237605,-12.61760811,7.248454897,Evening,Gold,Email,Clothing,VIP
10.91207416,17.17288571,,1.975963606,4.672865947,12.70266764,8.392035249,-7.0345306,13.95339255,6.699725233,Evening,Gold,SMS,,
6.708190533,-17.11546971,2.173250313,-6.557611129,6.796566725,10.93395564,-11.24673466,6.688072061,-1.113027358,-8.889321727,Afternoon,Bronze,,Home,
2.348747973,-3.639297867,-9.544494232,-0.549710514,-8.051488525,9.07529192,7.092231666,-7.992871045,5.899245174,3.907114247,Evening,Platinum,,Electronics,Long-Term
-7.168969372,18.03476213,2.761299833,9.571427301,-11.11286112,4.680792483,-14.81014692,-1.141619101,-17.94017778,-23.33279844,,Gold,Phone,Home,New Customer
-1.252054924,4.923185913,11.50405191,9.227019068,-0.232060733,-13.19125524,0.174619468,-1.580783991,-1.957637857,-3.974990201,Morning,,,,VIP
-4.535762345,1.791255318,7.081601108,-4.939451906,-4.520953688,9.733674539,3.877639658,17.64040923,-4.085761385,4.966322729,Afternoon,Gold,SMS,Home,
